리뷰번호,리뷰작성일시,작성자종류,주문번호,리뷰평점,상품명,상품코드,리뷰내용,지급완료적립금액,구매옵션,작성플랫폼
6518,2024-08-04 2:41,시스템수집,,5,호안석 골드 플렌티스톤,P0000BPL,영롱하고 이쁘네요 맘에들어요(2024-08-03 03:13:04 에 등록된 네이버 페이 구매평),0, ,CAFE24
6522,2024-08-06 2:40,시스템수집,,5,호안닉스 리치스톤,P0000BPP,"
	깔끔하니 좋아요 
크기는 적당하구요 
사이즈는 조금 큰듯 
좋은기운 팍팍 입니다

				
				
(2024-08-05 09:49:22 에 등록된 네이버 페이 구매평)",0, ,CAFE24
6523,2024-08-06 2:45,시스템수집,,5,호안오닉스 카네스톤,P0000BBQ,"
	좋은 의미가 있어 커플로 구매완료

				
				
(2024-08-05 10:28:33 에 등록된 네이버 페이 구매평)",0, ,CAFE24
6524,2024-08-06 2:45,시스템수집,,5,호안오닉스 카네스톤,P0000BBQ,"
	좋은 의미가 담겨있어 커플로 하려고 구매했어요. 좋은 일만 가득했음 좋겠어요

				
				
(2024-08-05 10:27:54 에 등록된 네이버 페이 구매평)",0, ,CAFE24
6525,2024-08-06 2:47,시스템수집,,5,하울오닉스 시엘스톤,P0000BWF,자석마감 주문했다가 30분 만에 분실 후 상심에 빠졌다가 고무줄로 다시 구매했습니다. 디자인 만족합니다.(2024-08-05 13:29:16 에 등록된 네이버 페이 구매평),0, ,CAFE24
6528,2024-08-07 4:07,시스템수집,,5,호안오닉스 카네스톤,P0000BBQ,"
	손에 짝다라붙는 느낌도있고 쎄련되고 현대인에 딱맞는 팔찌입니다 그래서 이번에 쌍으로 또 주문했어요

				
				
(2024-08-06 23:25:12 에 등록된 네이버 페이 구매평)",0, ,CAFE24
6529,2024-08-07 16:56,회원,20240803-0000517-02,5,호안오닉스 팬텀골드,P0000BWS,파손없이 잘 받았습니다.,600,M,알파리뷰
6529,2024-08-07 16:56,회원,20240803-0000517-01,5,채운옥 퓨어스톤,P0000BXO,파손없이 잘 받았습니다.,600,M,알파리뷰
6531,2024-08-07 19:29,비회원,20240802-0000555-02,5,리체 마제스톤 세트,P0000BPJ,"상품이 생각보다 많이 얇아용ㅋ 금방 끈어질꺼같앵..s주문했다가 혹시나 싶어서 m으로 변경했는데 잘한듯..껴놓으면. 이쁘긴해용ㅋ끼고 뺄때 좀 불안하긴한데..한치수 더 크게해도 조금널널히 괴안았을듯함. 저 팔목 얇은편입니당.제품자체는 생각보다 얇고 끈어질까봐 불안해서 글치 맘에는 들ㅇㅓ용. 제발..끈어지지말고..오래 낑길수있길..큰맘먹고 이런거 비싸게사서리..^^;
사은품주신 열쇠고리 잘쓸께용~ ",1100,S,알파리뷰
6534,2024-08-08 2:50,시스템수집,,4,호안석 엘도라도 목걸이,P0000BXH,멋지고 좋기는 한데 연장하지 않으면 너무 짧아서 착용하거나 탈착할때 불편해서 길이 연장은 필수!!!(2024-08-07 17:26:28 에 등록된 네이버 페이 구매평),0, ,CAFE24
6538,2024-08-08 19:48,NPAY 비회원,20240804-0000802-01,5,블랙가드 마제스톤 세트,P0000BPH,"두번째 구입하는거라 다시한번 기대했습니다
역시나 믿을수있는제품에 감사드립니다
앞으로 해운과 모든것이 잘풀렸으면 합니다
기대가 크고요~ 물건도 이쁘고맘에 콕들었습니다",1100,XL,알파리뷰
6540,2024-08-08 23:13,회원,20240804-0000150-01,5,호안석 골드 플렌티스톤,P0000BPL,효과는 아직 모르겠지만 디자인이 예뻐서 구매했어요!,600,S,알파리뷰
6541,2024-08-08 23:13,회원,20240804-0000150-02,5,호안오닉스 팬텀골드,P0000BWS,효과는 아직 모르겠지만 디자인이 예뻐서 구매했어요!,600,M,알파리뷰
6542,2024-08-09 2:46,시스템수집,,5,채운옥 퓨어스톤,P0000BXO,너무 예뻐요 무겁지도 않고 코디에 활용하기도 좋고 아주 맘에 들어요 ~(2024-08-08 13:58:21 에 등록된 네이버 페이 구매평),0, ,CAFE24
6543,2024-08-09 2:48,시스템수집,,5,화이트쉘 아멘티스톤,P0000BLC,너무예뻐요 실물이 더이뻐요(2024-08-08 16:29:07 에 등록된 네이버 페이 구매평),0, ,CAFE24
6544,2024-08-09 2:48,시스템수집,,5,호안오닉스 팬텀골드,P0000BWS,고급져보이는 이느낌 굿이요(2024-08-08 16:29:26 에 등록된 네이버 페이 구매평),0, ,CAFE24
6545,2024-08-09 3:01,시스템수집,,5,레브 윈스톤 세트 4mm,P0000BLO,"
	제품도 짜임새 있고 이쁘고,
패키지도 넘 이쁘네요!

				
				
(2024-08-08 12:41:18 에 등록된 네이버 페이 구매평)",0, ,CAFE24
6546,2024-08-09 3:01,시스템수집,,5,레브스톤 포르테스톤 세트 4mm,P0000BLS,"
	배송빨라요 포장도 정성껏 해주시고 선믈 받는 느낌 이네요 사이즈도 딱입니다

				
				
(2024-08-08 12:47:54 에 등록된 네이버 페이 구매평)",0, ,CAFE24
6547,2024-08-09 10:55,회원,20240804-0000705-01,3,자마노 레브스톤 체인,P0000BOX,혼자 차기힘들어요.,300,Free,알파리뷰
6552,2024-08-09 19:37,회원,20240807-0000976-01,1,리체 마제스톤 세트,P0000BPJ,"나쁜게 아니구여~
사이즈선택을 잘못했음다
큰걸로바꾸려구여",600,L,알파리뷰
6556,2024-08-10 20:12,회원,20240808-0001046-01,5,골드자마노 루미나스톤,P0000BXR,"기존에 가지고 있던 것을 잃어버려서 알이 더 굵은 것을 샀는데 이게 훨씬 낫습니다.ㅎ

여전히 예쁘네요.ㅎ",600,XL,알파리뷰
6559,2024-08-12 2:42,시스템수집,,5,호안오닉스 팬텀골드,P0000BWS,"제꺼먼저구매하고 남편꺼 구매했어요
예뻐요(2024-08-11 06:29:04 에 등록된 네이버 페이 구매평)",0, ,CAFE24
6560,2024-08-12 2:48,시스템수집,,5,소달라이트 인텔리스톤,P0000BPE,고무줄 팔찌 편하고 좋습니다.(2024-08-11 21:43:46 에 등록된 네이버 페이 구매평),0, ,CAFE24
6561,2024-08-12 2:48,시스템수집,,5,호안석 비전스톤,P0000BVX,고무줄 팔찌 편하고 좋습니다.(2024-08-11 21:43:51 에 등록된 네이버 페이 구매평),0, ,CAFE24
6563,2024-08-12 19:36,회원,20240808-0000403-01,5,호안오닉스 스테디스톤,P0000BPM,예뻐요. 끈이 튼튼해 보이진않아요...ㅜㅜ,600,S,알파리뷰
6565,2024-08-13 2:41,시스템수집,,4,호안오닉스 팬텀골드,P0000BWS,"
	디자인은 예쁩니다.
다만, 사이즈는 측정된 사이즈로 구매 하시는게 좋을 것 같습니다.
홈페이지에서 안내한 내용대로 2cm 정도 크게 주문했는데 착용해 보니 많이 크네요....
그 부분만 빼고는 만족합니다.

				
				
(2024-08-12 09:43:35 에 등록된 네이버 페이 구매평)",0, ,CAFE24
6566,2024-08-13 2:51,시스템수집,,4,아멘티 이터널스톤 세트,P0000BND,"색상이 너무 이쁩니다
착용하기도 편하고 어느 의상에나 잘 어울리네요(2024-08-12 17:46:26 에 등록된 네이버 페이 구매평)",0, ,CAFE24
6567,2024-08-13 2:52,시스템수집,,5,하울오닉스 블루머스크,P0000BWO,너무이뻐요 정말 ! 생각보다 너무 고급스럽고 너무 맘에듭니다~ 포장도 고급지고 감사해요!(2024-08-12 21:33:05 에 등록된 네이버 페이 구매평),0, ,CAFE24
6568,2024-08-13 2:52,시스템수집,,5,호안 헬리오스 아우라 세트,P0000BWR,너무이뻐요! 포장도 고급스럽고 정말 너무 감사해요(2024-08-12 21:33:41 에 등록된 네이버 페이 구매평),0, ,CAFE24
6569,2024-08-13 2:52,시스템수집,,5,레브 윈스톤 세트 4mm,P0000BLO,너무이뻐요! 포장도 고급스럽고 정말 너무 감사해요(2024-08-12 21:33:58 에 등록된 네이버 페이 구매평),0, ,CAFE24
6571,2024-08-13 19:23,NPAY 비회원,20240810-0000957-01,5,아멘티 이터널스톤 세트,P0000BND,"예뻐요. 만족해요.
그리고 보내주신 열쇠고리도 너무 예뻐요.
좋은일을 가져다주면 좋겠네요.",600,XL,알파리뷰
6575,2024-08-13 19:49,NPAY 비회원,20240810-0000348-01,5,흑요석 블랙가드스톤,P0000BPD,디자인 사이즈 다좋습니다 멋지네요,600,L,알파리뷰
6578,2024-08-14 2:48,시스템수집,,5,호안오닉스 카네스톤,P0000BBQ,사진보다 좀 더 아기자기하고 예뻐요 대박나도록 해볼깨요(2024-08-13 18:42:03 에 등록된 네이버 페이 구매평),0, ,CAFE24
6579,2024-08-14 2:48,시스템수집,,5,호안오닉스 카네스톤,P0000BBQ,사진보다 좀 더 아기자기하고 예뻐요 대박나도록 해볼깨요(2024-08-13 18:41:47 에 등록된 네이버 페이 구매평),0, ,CAFE24
6580,2024-08-14 3:36,시스템수집,,5,흑요석 블랙가드스톤,P0000BPD,"
	아주 멋지고 사이즈 딱 좋습니다 간지나네요

				
				
(2024-08-13 19:51:38 에 등록된 네이버 페이 구매평)",0, ,CAFE24
6581,2024-08-14 10:39,회원,20240809-0000727-01,5,리체 마제스톤 세트,P0000BPJ,빠르게 잘도착하였고 맘에 듭니다 ,1100,XL,알파리뷰
6584,2024-08-14 20:52,회원,20240810-0000986-01,5,레브스톤 포르테스톤 세트 4mm,P0000BLS,기분 너무 좋아요ㅎㅎ,600,S,알파리뷰
6585,2024-08-14 22:02,NPAY 비회원,20240811-0000355-01,5,블랙가드 마제스톤 세트,P0000BPH,의미가 있게습니까? 걍 내 만족이지^^,600,XL,알파리뷰
6586,2024-08-16 2:42,시스템수집,,5,호안오닉스 가디언스톤,P0000CBM,약간 문제가 있어서 상담했는데 정말 친절하시고 잘 대응해주셔서 감사했습니다. 조만간 하나 더 구매 할 예정입니다. ㅎㅎ(2024-08-15 10:57:19 에 등록된 네이버 페이 구매평),0, ,CAFE24
6587,2024-08-16 2:45,시스템수집,,3,호안오닉스 가디언스톤,P0000CBM,"자석식은 저도 모르게 떨어져 분실해서 재구매했는데, 토글바 형태는 착용하기도 분리하기도 불편하네요. ㅠㅠ 디자인은 넘 맘에 드는데 아쉽습니다.(2024-08-15 19:57:26 에 등록된 네이버 페이 구매평)",0, ,CAFE24
6592,2024-08-16 19:40,비회원,20240812-0001107-01,5,쇼핑백,P0000BVU,예뻐요  만족합니다,0,size: 13.5 x 15 x 9(cm),알파리뷰
6595,2024-08-16 20:53,NPAY 비회원,20240813-0000081-01,5,자마노 레브스톤 4mm,P0000BLN,팔찌 이것저것 많이 사봤지만 제일 마음에 듭니다~! ,1100,M,알파리뷰
6596,2024-08-17 19:24,NPAY 비회원,20240814-0000010-01,4,호안오닉스 팬텀골드,P0000BWS,사이즈가 생각보다 작아요,600,L,알파리뷰
6601,2024-08-19 2:41,시스템수집,,5,호안닉스 리치스톤,P0000BPP,"
	사이즈도 맞고 디자인도 너무 마음에 들어요

				
				
(2024-08-18 08:53:39 에 등록된 네이버 페이 구매평)",0, ,CAFE24
6603,2024-08-19 19:51,회원,20240814-0000748-01,5,소달라이트 인텔리스톤,P0000BPE,사진으로보다 실물이 훨씬 이뻐요!!,1100,XXL,알파리뷰
6604,2024-08-19 19:51,회원,20240814-0000748-02,5,소달라이트 인텔리스톤,P0000BPE,사진으로보다 실물이 훨씬 이뻐요!!,1100,S,알파리뷰
6607,2024-08-20 19:54,NPAY 비회원,20240815-0000600-01,5,레브스톤 포르테스톤 세트 4mm,P0000BLS,"6mm팔찌는 있던건데 4mm짜리가 더 예쁘네요
그리고 M사이즈는 제 손목에 흐르는거없이 딱 맞아요
(제 손목 사이즈 15cm)
포장도 서비스주신 키링도 감동받을만큼 좋았습니다.
그래서 담번도 화이트 원석도 구입하고싶어요",1100,M,알파리뷰
6608,2024-08-21 2:48,시스템수집,,5,레브스톤 포르테스톤 세트 4mm,P0000BLS,"
	6mm 자마노 팔찌가 있는데
4mm도 예쁠 것 같아서 주문했는데
참 예쁘네요!
4mm 팔찌는 제 손목이 가는편인데(15cm)
M사이즈하니까 흘려내리는거 없이 손목에
딱 맞는정도네요
흘려내리는거 원하시는분은 한치수 큰거
하시는게 좋으실 듯 해요.
그리고 선물주신 호안석키링은
고급져서 깜놀했네요!감사합니다^^

				
				
				
				
(2024-08-20 10:22:38 에 등록된 네이버 페이 구매평)",0, ,CAFE24
6614,2024-08-22 10:48,회원,20240819-0000316-01,5,로즈크리스탈 에머스톤,P00000YH,"여러날 고민한게 무색할 정도로 정말 마음에 드는 제품입니다^^ 원석제품 제대로 취급하는 사이트 이제나마 알게되어 다행입니다>_< 같이 주문한 소달라이트 인텔리스톤, 아멘티 이터널 스톤 세트 제품도 착용 후 곧 후기 남기겠습니다!!",1100,S,알파리뷰
6619,2024-08-23 2:48,시스템수집,,2,호안오닉스 팬텀골드,P0000BWS,처음에는 괜찮았는데 양쪽 금색부분이 땀이 흐르고 하니 그분이 변색이 되더군요(2024-08-22 15:24:45 에 등록된 네이버 페이 구매평),0, ,CAFE24
6620,2024-08-23 14:33,회원,20240820-0000747-01,5,호안오닉스 팬텀골드,P0000BWS,"고급스런 포장에 감동이에요.기분좋은 의미로 구매했는데..
잘될것같아요~~",1100,XL,알파리뷰
6623,2024-08-24 2:42,시스템수집,,5,호안오닉스 팬텀골드,P0000BWS,비즈가 고급스럽고 여름철 깔끔하게 착용하게 좋네요(2024-08-23 07:45:51 에 등록된 네이버 페이 구매평),0, ,CAFE24
6624,2024-08-24 17:35,회원,20240822-0000668-01,5,블랙가드 마제스톤 세트,P0000BPH,너무 만족스러워요 세트지만 커플템으로도 충분히 좋아요,600,L,알파리뷰
6627,2024-08-25 2:47,시스템수집,,5,호안오닉스 가디언스톤,P0000CBM,배송이 빠르고 이뻐요(2024-08-24 16:01:11 에 등록된 네이버 페이 구매평),0, ,CAFE24
6629,2024-08-25 20:10,회원,20240819-0000728-01,5,하울오닉스 아우라 세트,P0000BWZ,"제품은 괜찮은거 같아요
",1100,M,알파리뷰
6630,2024-08-26 12:38,회원,20240819-0000316-02,5,아멘티 이터널스톤 세트,P0000BND,"제주 여행때 착용하려고 구매했어요^^ 기대했던것 이상으로 예쁩니다~ 덤으로 제가 사람을 많이 상대하는 직업인데 원만한 인간관계에도 도움을 준다고해서 기대도 되네요~ 같이 구매한 로즈쿼츠랑 소달라이트도 만족하고 있어서 앞으로 자마노, 호안석도 추가구매예정입니다>_<",1100,M,알파리뷰
6631,2024-08-27 19:41,회원,20240824-0000061-01,5,소달라이트 인텔리스톤,P0000BPE,"사진과 다른게 더 이쁜거 같아요~^*
매우 만족합니다.",600,S,알파리뷰
6632,2024-08-27 19:42,회원,20240824-0000061-02,5,호안오닉스 팬텀골드,P0000BWS,"작은 사이즈를 했는데 조금 크네요 
하지만 넘 이뻐요 손목에 차보니 넘 이뻐요 ~^*",600,S,알파리뷰
6633,2024-08-27 19:43,회원,20240824-0000061-03,5,호안오닉스 미스틱아이언,P0000BWH,"아들에게  선물을 했는데 넘 좋아하네요
요즘 많이 힘들어하는더 같아서 맘적으로 조금이나마 힘이되길 바라는 맘에 구매했는데 넘 이뻐요~^*",600,L,알파리뷰
6634,2024-08-27 19:44,회원,20240824-0000312-01,5,호안오닉스 팬텀골드,P0000BWS,좋은 제품입니다.또 재구매 할거같아요~,300,M,알파리뷰
6636,2024-08-27 19:58,회원,20240823-0000317-01,5,호안오닉스 스테디스톤,P0000BPM,이뻐요~~좋은일 생기길 바라며 오자마자 팔목에 끼고 있네요~~😁카드랑 좋은글귀도 감사합니다,600,S,알파리뷰
6641,2024-08-27 21:20,NPAY 비회원,20240825-0000478-01,5,호안오닉스 카네스톤,P0000BBQ,엄청이쁘네요 굳굳입니더,1100,S,알파리뷰
6642,2024-08-27 21:21,NPAY 비회원,20240825-0000478-02,5,호안오닉스 카네스톤,P0000BBQ,다른거랑해도 잘어울리네요~~,1100,L,알파리뷰
6644,2024-08-28 2:51,시스템수집,,5,호안오닉스 팬텀골드,P0000BWS,"착용하기 좋아요~~~~~^^
이뻐요(2024-08-27 22:01:20 에 등록된 네이버 페이 구매평)",0, ,CAFE24
6646,2024-08-29 2:42,시스템수집,,5,호안오닉스 팬텀골드,P0000BWS,팔찌 기본은 해요 무난하면서 이쁘고 재물도 많이 들어왔으면 좋겠어요~`(2024-08-28 09:46:59 에 등록된 네이버 페이 구매평),0, ,CAFE24
6653,2024-08-31 10:26,회원,20240828-0000601-01,5,호안오닉스 헬리오스,P0000BWP,고급스러워요~~,300,M,알파리뷰
6660,2024-08-31 19:33,NPAY 비회원,20240829-0000766-01,5,골드오닉스 다임스톤,P0000BPO,디자인이 이뻐서 커플로 할라고 구입 했습니다 ,600,M,알파리뷰
6662,2024-08-31 19:35,회원,20240829-0000313-01,5,골드오닉스 다임스톤,P0000BPO,사진을보고 이쁘고 멋있어서 주문해봤는데 직접 받아보니 진짜 이쁘고 좋아요. 잘선택한거 같아요. 골프 클럽잡으면 더 멋있어보여요😄,1100,L,알파리뷰
6664,2024-09-01 2:44,시스템수집,,2,호안오닉스 팬텀골드,P0000BWS,"고급스러움이랑은 거리가 멀고..
건강 팔찌 느낌이 나요
귀찮아서 반품은 안해요(2024-08-31 11:48:23 에 등록된 네이버 페이 구매평)",0, ,CAFE24
6667,2024-09-03 19:43,회원,20240831-0000330-01,5,호안석 골드 플렌티스톤,P0000BPL,"아주~아주~만족해요^^
와이프것도 구입해야할듯 해요~",1100,M,알파리뷰
6668,2024-09-03 19:44,회원,20240831-0000330-02,5,쇼핑백,P0000BVU,"고급지고 이쁘네요~
내가 나에게주는 틔별한선물 느낌!",0,size: 13.5 x 15 x 9(cm),알파리뷰
6672,2024-09-03 23:26,비회원,20240831-0000633-01,5,헤마타이트 릴렉스톤,P00000TW,"고급스럽고 웬지건강해지고 힘이생기는 느낌이드네요~^^
와이프도 멎져보인다고  잘샀다하네요~굿입니다!!!",600,L,알파리뷰
6673,2024-09-04 3:12,시스템수집,,4,호안오닉스 카네스톤,P0000BBQ,"
	이쁘고 편합니다 좋습니다 추천드립니다.

				
				
(2024-09-03 16:51:47 에 등록된 네이버 페이 구매평)",0, ,CAFE24
6675,2024-09-04 19:08,NPAY 비회원,20240901-0000168-01,5,호안오닉스 카네스톤,P0000BBQ,예쁘구요 잘사용하겠습니다,1100,L,알파리뷰
6676,2024-09-04 19:12,비회원,20240901-0000218-01,5,채운옥 퓨어스톤,P0000BXO,"넘  이쁘고 내가 바라는대로 왓어요~~잘착용할께요^^
다른것도 주문햇어요~~이쁘게 보네주세요",1100,L,알파리뷰
6679,2024-09-04 20:50,회원,20240901-0000868-01,1,하울오닉스 나이트스톤,P0000CBL,자석연결부분의 자석이 하루만에 이탈되어 사용 할 수 없게 되었어요. ,300,자석/L,알파리뷰
6683,2024-09-05 3:19,NPAY 비회원,20240902-0000418-01,5,호안오닉스 팬텀골드,P0000BWS,팔찌 너무 이뻐요 다음엔 뭐 살지 고민중 ㅎ,600,S,알파리뷰
